career,interests,strengths,field,education,learning_rate,time_horizon,risk_tolerance
Chartered Accountant (CA),"Law, Finance, Accounting","Patience, Attention to Detail",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Chartered Accountant (CA),"Law, Finance, Accounting","Patience, Attention to Detail",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Chartered Accountant (CA),"Audit, Law, Finance, Accounting","Patience, Attention to Detail",Tech,Bachelor's,Steady,Short (1-2 yrs),Low
Chartered Accountant (CA),"Taxation, Finance, Accounting","Patience, Attention to Detail",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Chartered Accountant (CA),"Audit, Taxation, Finance, Accounting","Attention to Detail, Memory",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Chartered Accountant (CA),"Taxation, Finance, Accounting","Attention to Detail, Memory",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Chartered Accountant (CA),"Audit, Finance, Accounting","Patience, Attention to Detail",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Chartered Accountant (CA),"Taxation, Finance, Accounting","Patience, Attention to Detail",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Chartered Accountant (CA),"Taxation, Law, Finance, Accounting","Patience, Attention to Detail",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Chartered Accountant (CA),"Taxation, Finance, Accounting","Attention to Detail, Memory",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Chartered Accountant (CA),"Audit, Taxation, Finance, Accounting","Attention to Detail, Memory",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Chartered Accountant (CA),"Audit, Finance, Accounting","Patience, Attention to Detail",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Chartered Accountant (CA),"Taxation, Law, Finance, Accounting","Patience, Attention to Detail",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Chartered Accountant (CA),"Audit, Finance, Accounting","Patience, Attention to Detail",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Chartered Accountant (CA),"Taxation, Law, Finance, Accounting","Patience, Attention to Detail",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Chartered Accountant (CA),"Taxation, Law, Finance, Accounting","Patience, Attention to Detail",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Chartered Accountant (CA),"Audit, Taxation, Finance, Accounting","Attention to Detail, Memory",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Chartered Accountant (CA),"Audit, Law, Finance, Accounting","Attention to Detail, Memory",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Chartered Accountant (CA),"Taxation, Finance, Accounting","Patience, Attention to Detail",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Chartered Accountant (CA),"Audit, Law, Finance, Accounting","Attention to Detail, Memory",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Chartered Accountant (CA),"Audit, Taxation, Finance, Accounting","Attention to Detail, Memory",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Chartered Accountant (CA),"Law, Finance, Accounting","Attention to Detail, Memory",Tech,Bachelor's,Steady,Short (1-2 yrs),Low
Chartered Accountant (CA),"Taxation, Finance, Accounting","Patience, Attention to Detail",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Chartered Accountant (CA),"Audit, Law, Finance, Accounting","Attention to Detail, Memory",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Chartered Accountant (CA),"Taxation, Law, Finance, Accounting","Patience, Attention to Detail",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Chartered Accountant (CA),"Audit, Law, Finance, Accounting","Patience, Attention to Detail",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Chartered Accountant (CA),"Taxation, Finance, Accounting","Attention to Detail, Memory",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Chartered Accountant (CA),"Taxation, Law, Finance, Accounting","Attention to Detail, Memory",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Chartered Accountant (CA),"Taxation, Law, Finance, Accounting","Patience, Attention to Detail",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Chartered Accountant (CA),"Audit, Taxation, Finance, Accounting","Patience, Attention to Detail",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Chartered Accountant (CA),"Audit, Taxation, Finance, Accounting","Attention to Detail, Memory",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Chartered Accountant (CA),"Law, Finance, Accounting","Patience, Attention to Detail",Science,Bachelor's,Steady,Short (1-2 yrs),Medium
Chartered Accountant (CA),"Law, Finance, Accounting","Attention to Detail, Memory",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Chartered Accountant (CA),"Audit, Law, Finance, Accounting","Attention to Detail, Memory",Tech,Bachelor's,Steady,Short (1-2 yrs),Low
Chartered Accountant (CA),"Taxation, Finance, Accounting","Patience, Attention to Detail",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Chartered Accountant (CA),"Taxation, Law, Finance, Accounting","Patience, Attention to Detail",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Chartered Accountant (CA),"Audit, Taxation, Finance, Accounting","Patience, Attention to Detail",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Chartered Accountant (CA),"Law, Finance, Accounting","Attention to Detail, Memory",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Chartered Accountant (CA),"Audit, Finance, Accounting","Attention to Detail, Memory",Science,Bachelor's,Steady,Short (1-2 yrs),Medium
Chartered Accountant (CA),"Audit, Taxation, Finance, Accounting","Attention to Detail, Memory",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Chartered Accountant (CA),"Audit, Taxation, Finance, Accounting","Attention to Detail, Memory",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Chartered Accountant (CA),"Taxation, Finance, Accounting","Attention to Detail, Memory",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Chartered Accountant (CA),"Audit, Law, Finance, Accounting","Attention to Detail, Memory",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Chartered Accountant (CA),"Taxation, Finance, Accounting","Attention to Detail, Memory",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Chartered Accountant (CA),"Taxation, Law, Finance, Accounting","Patience, Attention to Detail",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Chartered Accountant (CA),"Law, Finance, Accounting","Patience, Attention to Detail",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Investment Banking Analyst,"M&A, Valuation, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Finance, Economics","Focus, Resilience",Tech,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Valuation, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Valuation, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Strategy, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Valuation, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Valuation, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Valuation, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Valuation, Strategy, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Valuation, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Finance, Economics","Logic, Resilience",Tech,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Valuation, Strategy, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Valuation, Strategy, Finance, Economics","Logic, Resilience",Science,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Valuation, Strategy, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Valuation, Finance, Economics","Logic, Resilience",Arts,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Finance, Economics","Focus, Resilience",Tech,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Strategy, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Valuation, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Valuation, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Strategy, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Valuation, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Valuation, Strategy, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Valuation, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Valuation, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Strategy, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Strategy, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Valuation, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Finance, Economics","Focus, Resilience",Tech,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Strategy, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Strategy, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Valuation, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Valuation, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Valuation, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Strategy, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Valuation, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Strategy, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Valuation, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Valuation, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Valuation, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Valuation, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Valuation, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Strategy, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Valuation, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Valuation, Strategy, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Strategy, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Valuation, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Valuation, Finance, Economics","Logic, Resilience",Science,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Strategy, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Valuation, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Valuation, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Valuation, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Valuation, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Valuation, Finance, Economics","Logic, Resilience",Arts,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Finance, Economics","Logic, Resilience",Science,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Valuation, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Valuation, Strategy, Finance, Economics","Focus, Resilience",Arts,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Valuation, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Valuation, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Finance, Economics","Focus, Resilience",Arts,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Valuation, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Valuation, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Strategy, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Valuation, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Strategy, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Strategy, Finance, Economics","Logic, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"M&A, Strategy, Finance, Economics","Logic, Resilience",Arts,Bachelor's,Steady,Short (1-2 yrs),High
Investment Banking Analyst,"Valuation, Strategy, Finance, Economics","Focus, Resilience",Commerce,Bachelor's,Steady,Short (1-2 yrs),High
Risk & Compliance Analyst,"Audit, Law, Finance","Attention to Detail, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Risk & Compliance Analyst,"Risk Modeling, Ethics, Law, Finance","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Risk & Compliance Analyst,"Risk Modeling, Audit, Law, Finance","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Risk Modeling, Law, Finance","Attention to Detail, Logic",Science,Bachelor's,Steady,Short (1-2 yrs),Low
Risk & Compliance Analyst,"Audit, Ethics, Law, Finance","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Risk Modeling, Ethics, Law, Finance","Attention to Detail, Logic",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Risk & Compliance Analyst,"Risk Modeling, Law, Finance","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Risk & Compliance Analyst,"Risk Modeling, Law, Finance","Attention to Detail, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Risk Modeling, Ethics, Law, Finance","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Audit, Law, Finance","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Risk Modeling, Audit, Law, Finance","Attention to Detail, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Risk & Compliance Analyst,"Risk Modeling, Audit, Law, Finance","Attention to Detail, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Ethics, Law, Finance","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Risk Modeling, Audit, Law, Finance","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Risk & Compliance Analyst,"Audit, Law, Finance","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Risk Modeling, Audit, Law, Finance","Attention to Detail, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Risk Modeling, Law, Finance","Attention to Detail, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Risk & Compliance Analyst,"Risk Modeling, Law, Finance","Attention to Detail, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Risk & Compliance Analyst,"Risk Modeling, Ethics, Law, Finance","Attention to Detail, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Audit, Law, Finance","Attention to Detail, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Ethics, Law, Finance","Attention to Detail, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Risk & Compliance Analyst,"Risk Modeling, Audit, Law, Finance","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Risk & Compliance Analyst,"Risk Modeling, Law, Finance","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Risk Modeling, Law, Finance","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Audit, Law, Finance","Attention to Detail, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Audit, Law, Finance, Ethics","Attention to Detail, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Audit, Ethics, Law, Finance","Attention to Detail, Logic",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Audit, Ethics, Law, Finance","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Risk & Compliance Analyst,"Audit, Ethics, Law, Finance","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Risk Modeling, Ethics, Law, Finance","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Risk Modeling, Ethics, Law, Finance","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Risk Modeling, Ethics, Law, Finance","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Audit, Law, Finance","Attention to Detail, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Risk Modeling, Ethics, Law, Finance","Attention to Detail, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Risk & Compliance Analyst,"Risk Modeling, Audit, Law, Finance","Attention to Detail, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Risk & Compliance Analyst,"Audit, Law, Finance","Attention to Detail, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Risk & Compliance Analyst,"Risk Modeling, Ethics, Law, Finance","Attention to Detail, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Risk & Compliance Analyst,"Audit, Law, Finance","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Audit, Ethics, Law, Finance","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Risk Modeling, Ethics, Law, Finance","Attention to Detail, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Risk & Compliance Analyst,"Audit, Law, Finance, Ethics","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Risk & Compliance Analyst,"Audit, Law, Finance, Ethics","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Risk & Compliance Analyst,"Ethics, Law, Finance","Attention to Detail, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Risk & Compliance Analyst,"Risk Modeling, Ethics, Law, Finance","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Risk & Compliance Analyst,"Risk Modeling, Law, Finance","Attention to Detail, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Risk Modeling, Law, Finance","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Risk & Compliance Analyst,"Audit, Law, Finance","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Risk Modeling, Ethics, Law, Finance","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Audit, Law, Finance","Attention to Detail, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Risk Modeling, Law, Finance","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Audit, Law, Finance","Attention to Detail, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Ethics, Law, Finance","Organization, Logic",Science,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Audit, Law, Finance, Ethics","Attention to Detail, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Audit, Law, Finance, Ethics","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Risk & Compliance Analyst,"Risk Modeling, Law, Finance","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Risk & Compliance Analyst,"Ethics, Law, Finance","Attention to Detail, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Audit, Law, Finance","Attention to Detail, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Audit, Ethics, Law, Finance","Organization, Logic",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Audit, Ethics, Law, Finance","Attention to Detail, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Risk & Compliance Analyst,"Audit, Law, Finance, Ethics","Organization, Logic",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
